LRP_No,Road_Chainage,LRP_Type,Description,Latitude_Decimal,Longitude_Decimal,Road
LRP274d,273.271,Bridge,Bridge end,25.1538056,92.1071944,N2
LRP274e,273.458,Bridge,Bridge start,25.1546944,92.1056389,N2
LRP274f,273.499,Bridge,Bridge end,25.1549444,92.1054444,N2
LRP275,273.948,Km Post,Tamabil 9 km,25.1575833,92.1020278,N2
LRP275a,274.193,Bridge,Bridge start,25.1589167,92.1001389,N2
LRP275b,274.275,Bridge,Bridge end,25.1594167,92.099583,N2
LRP276,274.933,Km Post,Jaflong 12 km,25.1643889,92.0961108,N2
LRP276a,274.952,Bridge,Bridge start,25.1645556,92.0960274,N2
LRP276b,274.991,Bridge,Bridge end,25.1648611,92.095833,N2
LRP277,275.943,Km Post,Tamabil 7 km,25.1712216,92.0903052,N2
LRP278,276.943,Km Post,Jaflong 10 km,25.1736938,92.0815271,N2
LRP279,277.943,Km Post,Km post broken,25.1761104,92.0723327,N2
LRP280,278.943,Km Post,Jaflong 8 km,25.1801104,92.0637778,N2
LRP280a,279.83,Bridge,Bridge start,25.1772493,92.0558889,N2
LRP280b,279.871,Bridge,Bridge end,25.1770549,92.0555,N2
LRP281,279.943,Km Post,Tamabil 3 km,25.1767493,92.0549722,N2
LRP281a,280.032,Bridge,Bridge start,25.1763882,92.0542222,N2
LRP281b,280.061,Bridge,Bridge end,25.1762493,92.0539722,N2
LRP282,280.943,Km Post,Jaflong 6 km,25.1777216,92.0455552,N2
LRP283,281.943,Km Post,Km post missing,25.1808604,92.0364441,N2
LRP284,283.093,Km Post,Jaflong 4 km,25.1779438,92.0284716,N2
LRP284a,283.349,Culvert,Box culvert,25.1783049,92.0261938,N2
LRP284b,283.793,Culvert,Box culvert,25.1748327,92.0275827,N2
LRP285,284.113,Km Post,Jaflong 3 km,25.173416,92.0227771,N2
LRP285a,284.472,Culvert,Box culvert,25.1719438,92.0199716,N2
LRP285b,284.63,Culvert,Box culvert,25.1710827,92.0188049,N2
LRP286,284.938,Km Post,Km post broken,25.1700549,92.0163889,N2
LRP286a,285.232,Culvert,Box culvert,25.1679438,92.0179993,N2
LRP286b,285.557,Culvert,Box culvert,25.1651389,92.0182771,N2
LRP287,285.938,Km Post,Jaflong 1  km,25.1628889,92.0171104,N2
LRP287a,286.022,Bridge,Bridge start,25.1613333,92.0172771,N2
LRP287b,286.06,Bridge,Bridge end,25.1609722,92.0173327,N2
LRP287c,286.26,Culvert,Box culvert,25.15975,92.0174716,N2
LRPE,286.516,Others,Road End at Jaflong.,25.1570556,92.0176382,N2
LRPS,0,Others,Road start from N2 at Jagannathganj.,24.1479163,91.3466108,N204
LRPS,0,Others,Road start from N2 at Jagannathganj.,24.1479163,91.3466108,N204
LRPS,0,Others,Road start from N2 at Jagannathganj.,24.1479163,91.3466108,N204
LRPSa,0.545,Culvert,Box culvert,24.1483608,91.3513889,N204
LRP001,0.63,Km Post,Hobiganj 31 km,24.1475552,91.3513611,N204
LRP001a,0.806,Bridge,Bridge start,24.1460274,91.3513056,N204
LRP001b,0.848,Bridge,Bridge end,24.1457219,91.3513056,N204
LRP001c,1.036,Culvert,Box culvert,24.1439997,91.3511667,N204
LRP001d,1.508,Culvert,Box culvert,24.1397774,91.3513333,N204
LRP002,1.63,Km Post,Km post missing,24.1386663,91.3514444,N204
LRP002a,1.865,Culvert,Box culvert,24.1369163,91.3516111,N204
LRP003,2.325,Km Post,Hobiganj 30 km,24.1328327,91.352,N204
LRP003a,2.365,Culvert,Box culvert,24.1324993,91.3520556,N204
LRP004,3.325,Km Post,Km post missing,24.1310549,91.3608056,N204
LRP004a,3.897,Rail Road Crossing,Rail road crossing,24.1305271,91.3663611,N204
LRP005,4.325,Km Post,Km post missing,24.1293327,91.3712771,N204
LRP006,5.325,Km Post,Km post missing,24.129416,91.3809993,N204
LRP007,6.325,Km Post,Km post missing,24.1296938,91.3894163,N204
LRP008,7.18,Km Post,Hobiganj 27 km,24.1272493,91.3971386,N204
LRP009,8.18,Km Post,Km post missing,24.1252216,91.4061944,N204
LRP009a,8.491,Culvert,Box culvert,24.125166,91.4091944,N204
LRP009b,8.859,Bridge,Bridge start,24.1241104,91.4125278,N204
LRP009c,8.875,Bridge,Bridge end,24.1241104,91.4126944,N204
LRP010,9.18,Km Post,Km post missing,24.1235271,91.4156111,N204
LRP011,10.18,Km Post,Km post missing,24.1265271,91.4244716,N204
LRP011a,10.853,Culvert,Box culvert,24.1285549,91.4302771,N204
LRP012,11.18,Km Post,Km post missing,24.1283604,91.4334997,N204
LRP012a,11.348,Culvert,Box culvert,24.1281382,91.435083,N204
LRP012b,11.737,Culvert,Box culvert,24.1271382,91.4384719,N204
LRP013,12.18,Km Post,Km post missing,24.1269716,91.4427774,N204
LRP013a,12.195,Culvert,Box culvert,24.1269438,91.4428886,N204
LRP013b,12.64,Culvert,Box Culvert,24.1275549,91.4466941,N204
LRP014,13.18,Km Post,Km post missing,24.1272493,91.4514444,N204
LRP014a,13.252,Culvert,Box culvert,24.1274438,91.4520556,N204
LRP014b,13.39,Culvert,Box Culvert,24.1274716,91.4523333,N204
LRP015,13.53,Km Post,Information missing,24.1281104,91.4545556,N204
LRP016,14.53,Km Post,Km post missing,24.1281938,91.4633889,N204
LRP016a,14.602,Culvert,Box culvert,24.1279438,91.4640278,N204
LRP016b,14.808,Culvert,Pipe Culvert,24.1281104,91.4664167,N204
LRP016c,15.166,Culvert,Box Culvert,24.1295549,91.4682493,N204
LRP016d,15.47,Culvert,Box Culvert,24.131916,91.4701382,N204
LRP017,15.53,Km Post,Km post missing,24.1322216,91.4705827,N204
LRP017a,15.728,Culvert,Box culvert,24.1326938,91.4723882,N204
LRP017b,16.291,Bridge,Bridge start,24.0013333,91.4771938,N204
LRP017c,16.333,Bridge,Bridge end,24.1349441,91.4773882,N204
LRP017d,16.553,Culvert,Pipe Culvert,24.1371663,91.4791382,N204
LRP018,16.72,Km Post,Information missing,24.137833,91.4795549,N204
LRP018a,16.866,Culvert,Box culvert,24.1387774,91.4803604,N204
LRP018b,17.313,Bridge,Bridge start,24.1420274,91.4829438,N204
LRP018c,17.322,Bridge,Bridge end,24.142083,91.4829716,N204
LRP018d,17.573,Bridge,Bridge start,24.1441941,91.4833886,N204
LRP018e,17.626,Bridge,Bridge end,24.1446108,91.4833886,N204
LRP019,17.72,Km Post,Km post missing,24.1453608,91.4838886,N204
LRP020,18.34,Km Post,Hobiganj 21 km,24.0004167,91.4861108,N204
LRP021,19.34,Km Post,Km post missing,24.1588889,91.488583,N204
LRP021a,19.845,Culvert,Box culvert,24.162,91.4921663,N204
LRP022,20.01,Km Post,Hobiganj 20 km,24.1629722,91.4932219,N204
LRP022a,20.812,Culvert,Box Culvert,24.1629722,91.4973886,N204
LRP023,21.01,Km Post,Km post missing,24.1703882,91.4986941,N204
LRP023a,21.253,Culvert,Box culvert,24.1721382,91.5000833,N204
LRP023b,21.281,Culvert,Box culvert,24.1722493,91.5003056,N204
LRP023c,21.475,Bridge,Bridge start,24.1730827,91.5019444,N204
LRP023d,21.512,Bridge,Bridge end,24.1732493,91.5022222,N204
LRP024,22.01,Km Post,Km post missing,24.1727771,91.5067222,N204
LRP025,23.01,Km Post,Km post missing,24.1784716,91.5126389,N204
LRP025a,23.07,Culvert,Box culvert,24.1789438,91.5126667,N204
LRP025b,23.412,Culvert,Pipe Culvert,24.1814438,91.5127778,N204
LRP025c,23.906,Culvert,Pipe Culvert,24.1859997,91.5135,N204
LRP026,24.01,Km Post,Km post missing,24.1873886,91.5135833,N204
LRP026a,24.339,Culvert,Box culvert,24.1895274,91.5157222,N204
LRP026b,24.908,Culvert,Box culvert,24.1933608,91.5182771,N204
LRP027,25.01,Km Post,Km post missing,24.1942497,91.5196104,N204
LRP027a,25.449,"Side Road, Right",Z2008 to Natun Bazar,24.1982219,91.5200549,N204
LRP028,26.01,Km Post,Km post missing,24.2023611,91.517666,N204
LRP028a,26.56,Culvert,Box culvert,24.2063889,91.5144444,N204
LRP029,27.01,Km Post,Km post missing,24.2100833,91.5126667,N204
LRP029a,27.914,Culvert,Pipe Culvert,24.2174716,91.5098889,N204
LRP030,28.01,Km Post,Hobiganj 14 km,24.219416,91.5091111,N204
LRP030a,28.204,Culvert,Box culvert,24.2211938,91.5084722,N204
LRP030b,28.965,Culvert,Box culvert,24.2274993,91.5060833,N204
LRP031,29.01,Km Post,Km post missing,24.227916,91.5059444,N204
LRP031a,29.358,Culvert,Box culvert,24.2308049,91.5048611,N204
LRP031b,29.762,"Side Road, Right","Z2010, Murabandh- Dargasharif Road",24.2339441,91.5036667,N204
LRP032,30.01,Km Post,Km post missing,24.236583,91.50275,N204
LRP033,31.26,Km Post,Hobiganj 11 km,24.2463886,91.4974997,N204
LRP033a,32.177,Bridge,Bridge start,24.2523333,91.4913052,N204
LRP033b,32.294,Bridge,Bridge end,24.2524722,91.4911941,N204
LRP034,32.36,Km Post,Info missing,24.2529167,91.4906941,N204
LRP034a,32.582,Culvert,Box culvert,24.255,91.4885274,N204
LRP035,32.59,Km Post,Km post missing,24.2596389,91.4841386,N204
LRP035a,33.535,Culvert,Box culvert,24.2615,91.482416,N204
LRP035b,33.724,Culvert,Box culvert,24.2626944,91.4812216,N204
LRP036,34.26,Km Post,Km post missing,24.2665556,91.4778604,N204
LRP036a,34.287,Culvert,Box culvert,24.2667493,91.4776938,N204
LRPE,34.421,Others,Road End intersecting N2 at Shaistagonj Round About.,24.2673882,91.4771382,N204
LRPS,0,Others,Road start from N2 at Mirpur.,24.2948608,91.51025,N207
LRPS,0,Others,Road start from N2 at Mirpur.,24.2948608,91.51025,N207
LRPS,0,Others,Road start from N2 at Mirpur.,24.2948608,91.51025,N207
LRPSa,0.226,Culvert,Pipe culvert,24.2964163,91.5120833,N207
LRPSb,0.457,Bridge,Bridge Start,24.297583,91.5135278,N207
LRPSc,0.479,Bridge,Bridge end,24.2975552,91.5137222,N207
LRP001,1,Km Post,Km post missing,24.2967774,91.5188049,N207
LRP001a,1.515,Bridge,Bridge start,24.2958608,91.5238049,N207
LRP001b,1.539,Bridge,Bridge end,24.295833,91.5239438,N207
LRP002,2,Km Post,Km post missing,24.2951108,91.528416,N207
LRP002a,2.893,Bridge,Bridge start,24.2936663,91.5370552,N207
LRP002b,2.924,Bridge,Bridge end,24.2936386,91.5372497,N207
LRP002c,2.99,"Side Road, Right","Z2008 ,Nutan Bazar-Chunarughar road",24.2935274,91.5379163,N207
LRP003,3,Km Post,Km post missing,24.2934441,91.5380552,N207
LRP003a,3.863,Bridge,Bridge start,24.2929719,91.5463886,N207
LRP003b,3.898,Bridge,Bridge end,24.2929441,91.5467497,N207
LRP004,4,Km Post,Km post missing,24.2927497,91.5479163,N207
LRP005,5,Km Post,Km post missing,24.2908608,91.5575833,N207
LRP006,6,Km Post,Km post missing,24.2909719,91.5663889,N207
LRP006a,6.6,Culvert,Pipe culvert,24.2895274,91.5713049,N207
LRP007,7,Km Post,Km post missing,24.2916663,91.5747771,N207
LRP008,8,Km Post,Km post missing,24.2941108,91.5837497,N207
LRP008a,8.132,Culvert,Box Culvert,24.2949441,91.5846663,N207
LRP008b,8.814,Culvert,Box Culvert,24.2944441,91.5901663,N207
LRP009,9,Km Post,Km post missing,24.2944163,91.592083,N207
LRP009a,9.075,Culvert,Box Culvert,24.2944719,91.592833,N207
LRP009b,9.267,Culvert,Box Culvert,24.2949719,91.5945274,N207
LRP009c,9.427,Culvert,Box Culvert,24.2961108,91.5975274,N207
LRP010,10,Km Post,Km post missing,24.2964441,91.6011944,N207
LRP010a,10.211,Culvert,Box Culvert,24.2957774,91.6028889,N207
LRP011,11,Km Post,Km post missing,24.2920552,91.6091389,N207
LRP012,12,Km Post,Km post missing/ Start of Moulavibazar road Division,24.2937219,91.6161667,N207
LRP012,12,Km Post,Km post missing/ Start of Moulavibazar road Division,24.2937219,91.6161667,N207
LRP012a,12.48,Culvert,Box Culvert,24.2932774,91.6223882,N207
LRP013,12.85,Km Post,Srimongal 12 km,24.2947774,91.6238327,N207
LRP014,13.85,Km Post,Srimongal 11 km,24.2979719,91.632416,N207
LRP014a,14.68,Culvert,Box Culvert,24.299333,91.639083,N207
LRP015,14.85,Km Post,Srimongal  10 km,24.3000556,91.6418886,N207
LRP016,15.765,Km Post,Srimongal 9 km,24.30025,91.6508611,N207
LRP017,16.705,Km Post,Srimongal 8km,24.3007778,91.6600556,N207
LRP017a,17.175,Culvert,Box Culvert,24.3016389,91.6646111,N207
LRP017b,17.67,Culvert,Box Culvert,24.3025556,91.6693882,N207
LRP018,17.855,Km Post,Srimongal 7 km,24.3029167,91.671166,N207
LRP018a,18.164,Bridge,Bridge start,24.3035,91.6740827,N207
LRP018b,18.196,Bridge,Bridge end,24.3035556,91.6743882,N207
LRP018c,18.8,Culvert,Box Culvert,24.3046667,91.6799438,N207
LRP019,18.81,Km Post,Srimongal 6 km,24.3047778,91.6802771,N207
LRP019a,18.93,Bridge,Bridge start,24.305,91.6813882,N207
LRP019b,18.976,Bridge,Bridge end,24.305,91.6818327,N207
LRP020,19.84,Km Post,Srimongal 5 km,24.3030278,91.6901663,N207
LRP020a,19.888,Culvert,Box Culvert,24.3029167,91.690583,N207
LRP020b,20.209,Culvert,Box Culvert,24.3021389,91.6936386,N207
LRP021,20.85,Km Post,Srimongal 4 km,24.3019444,91.7000278,N207
LRP021a,21.386,Culvert,Box Culvert,24.3018611,91.7052222,N207
LRP022,21.845,Km Post,Srimongal 3 km,24.3016944,91.7096944,N207
LRP022a,22.766,Bridge,Bridge start,24.3025556,91.7185271,N207
LRP022b,22.778,Bridge,Bridge end,24.3025833,91.7186104,N207
LRP023,22.845,Km Post,Srimongal 2 km,24.3030278,91.719166,N207
LRP023a,23.814,Culvert,Box Culvert,24.3084167,91.7265827,N207
LRP024,23.855,Km Post,Srimongal 1 km,24.3085278,91.7270549,N207
LRP024a,24.319,"Side Road, Right","Z2003 ,Khulna -Srimongal road",24.3095556,91.7313882,N207
LRP025,24.855,Km Post,Sylhet 81 km,24.3138611,91.7333886,N207
LRP025a,24.962,Culvert,Box culvert,24.3146944,91.7338052,N207
LRP025b,25.246,Culvert,Box Culvert,24.3170549,91.7348052,N207
LRP025c,25.483,Culvert,Box Culvert,24.3191104,91.7353886,N207
LRP025d,25.701,Culvert,Box Culvert,24.3209716,91.7358886,N207
LRP026,25.855,Km Post,Sylhet 80 km,24.3224993,91.7363608,N207
LRP026a,25.986,Culvert,Box Culvert,24.3236104,91.7365552,N207
LRP026b,26.562,Culvert,Box Culvert,24.3286382,91.7377219,N207
LRP027,26.855,Km Post,Sylhet 79 km,24.3311938,91.7383886,N207
LRP027a,26.896,Culvert,Box Culvert,24.3315271,91.7384997,N207
LRP027b,27.243,Culvert,Box Culvert,24.3343886,91.7397497,N207
LRP027c,27.742,Bridge,Bridge start,24.3386386,91.7409719,N207
LRP027d,27.76,Bridge,Bridge end,24.3387497,91.7410274,N207
LRP028,27.86,Km Post,Sylhet 78 km,24.3397219,91.741333,N207
LRP028a,28.124,Culvert,Box Culvert,24.3417497,91.7425552,N207
LRP028b,28.522,Culvert,Box Culvert,24.3448886,91.7444997,N207
LRP029,28.865,Km Post,Sylhet 77 km,24.3478608,91.7457219,N207
LRP029a,29.229,Culvert,Box Culvert,24.3509444,91.7469163,N207
LRP029b,29.401,Culvert,Box Culvert,24.3523889,91.7473886,N207
LRP029c,29.7,Culvert,Box Culvert,24.355,91.7480552,N207
LRP030,29.86,Km Post,Sylhet 76 km,24.3564167,91.7483608,N207
LRP030a,29.992,Culvert,Box Culvert,24.3569444,91.7484997,N207
LRP030b,30.3,Culvert,Box Culvert,24.3566389,91.7493052,N207
LRP030c,30.833,Culvert,Box Culvert,24.3650278,91.7663333,N207
LRP031,30.86,Km Post,Sylhet 75 km,24.3652778,91.7496663,N207
LRP031a,31.41,Culvert,Box Culvert,24.3702493,91.7498608,N207
LRP032,31.83,Km Post,Sylhet 74 km,24.3739716,91.7500556,N207
LRP032a,32.425,Culvert,Box Culvert,24.3792216,91.7506389,N207
LRP032b,32.685,Culvert,Box Culvert,24.3814716,91.7511389,N207
LRP033,32.805,Km Post,Sylhet 73 km,24.3824716,91.7513889,N207
LRP033a,32.94,Culvert,Box Culvert,24.3668882,91.7518056,N207
LRP033b,33.321,Culvert,Box Culvert,24.3866941,91.753,N207
LRP034,33.805,Km Post,Sylhet 72 km,24.3909997,91.7539167,N207
LRP034a,34.057,Culvert,Box Culvert,24.3931663,91.7542222,N207
LRP035,34.895,Km Post,Sylhet 71 km,24.4007778,91.75475,N207
LRP035a,35.657,Culvert,Box Culvert,24.4075833,91.7547222,N207
LRP036,35.895,Km Post,Sylhet 70 km,24.4098056,91.7550278,N207
LRP036a,36.21,Culvert,Box Culvert,24.4125,91.7556389,N207
LRP037,36.895,Km Post,Sylhet 69 km,24.4184993,91.7573056,N207
LRP037a,36.983,Culvert,Box Culvert,24.4192216,91.7575,N207
LRP037b,37.312,Culvert,Box Culvert,24.4220271,91.7583056,N207
LRP037c,37.777,Culvert,Box Culvert,24.4261104,91.7588333,N207
LRP038,37.925,Km Post,Sylhet 68 km,24.4276104,91.759,N207
LRP038a,38.569,Culvert,Box Culvert,24.433166,91.7601389,N207
LRP038b,38.819,Culvert,Box Culvert,24.4352774,91.7609167,N207
LRP039,38.925,Km Post,Sylhet 67 km,24.4361941,91.7612222,N207
LRP039a,39.159,Culvert,Box Culvert,24.4381941,91.7619167,N207
LRP039b,39.706,Culvert,Box Culvert,24.4429163,91.7612778,N207
LRP040,39.925,Km Post,Sylhet 66 km,24.4450274,91.7614167,N207
LRP040a,40.252,Culvert,Box Culvert,25.4478886,91.7616111,N207
LRP040b,40.516,Culvert,Box Culvert,24.4501944,91.7618611,N207
LRP041,40.925,Km Post,Sylhet 65 km,24.4538611,91.7623333,N207
LRP041a,41.057,Culvert,Box Culvert,24.4550278,91.7624722,N207
LRP041b,41.584,Culvert,Box Culvert,24.4596944,91.7632778,N207
LRP042,41.915,Km Post,Sylhet 64 km,24.4626389,91.7640278,N207
LRP042a,42.867,Culvert,Box Culvert,24.4693882,91.7656667,N207
LRP043,42.905,Km Post,Sylhet 63 km,24.4713604,91.7654722,N207
LRP043a,42.917,"Side Road, Right","N 208 ,Moulavibazar-Sylet road",24.4714438,91.7654722,N207
LRP043b,43.145,Bridge,Bridge start,24.4734716,91.7654722,N207
LRP043c,43.169,Bridge,Bridge end,24.4736104,91.7654167,N207
LRP044,43.905,Km Post,Km  post missing,24.8136667,91.7654444,N207
LRP045,45.005,Km Post,Sylhet 61 km,24.4891386,91.76225,N207
LRP046,45.995,Km Post,Sylhet 60 km,24.4893052,91.7527222,N207
LRP047,46.965,Km Post,Sylhet 59 km,24.4931386,91.7474441,N207
LRP047a,47.61,Culvert,Box Culvert,24.4967497,91.7432219,N207
LRP048,47.94,Km Post,Sylhet 58 km,24.4972774,91.7427219,N207
LRP048a,47.991,Culvert,Box Culvert,24.4972774,91.7396108,N207
LRP048b,48.463,Culvert,Box Culvert,24.4988052,91.7355274,N207
LRP049,48.96,Km Post,Sylhet 57 km,24.5030278,91.7360274,N207
LRP050,49.94,Km Post,Sylhet 56 km,24.509,91.7288327,N207
LRP051,50.925,Km Post,Sylhet 55 km,24.5155,91.7268604,N207
LRP051a,51.421,Culvert,Box Culvert,24.5185549,91.7301382,N207
LRP051b,51.87,Culvert,Box Culvert,24.5224438,91.7308882,N207
LRP052,51.895,Km Post,Km post broken,24.5226104,91.730916,N207
LRP052a,52.189,Culvert,Box Culvert,24.5249993,91.7320271,N207
LRP053,52.895,Km Post,Sylhet 53 km,24.5307771,91.7341386,N207
LRP053a,53.389,Culvert,Box Culvert,24.5348886,91.733583,N207
LRP054,53.885,Km Post,Sylhet 52 km,24.5390274,91.7317771,N207
LRP055,54.885,Km Post,Sylhet 51 km,24.5477497,91.7306104,N207
LRP055a,55.454,Culvert,Box Culvert,24.5524444,91.7286104,N207
LRP056,55.855,Km Post,Sylhet 50 km,24.5558611,91.7274993,N207
LRP056a,56.56,Bridge,Bridge start,24.5609444,91.7236382,N207
LRP056b,56.58,Bridge,Bridge end,24.5611111,91.7235271,N207
LRP057,56.855,Km Post,Sylhet 49 km,24.5636667,91.7225549,N207
LRP057a,57.097,Culvert,Box Culvert,24.5657222,91.7222771,N207
LRP058,57.775,Km Post,Sylhet 48 km,24.5717216,91.7228327,N207
LRP059,58.825,Km Post,Sylhet 47 km,24.575916,91.7191382,N207
LRP060,59.825,Km Post,Sylhet 46 km,24.5773049,91.7096944,N207
LRP060a,60.319,Culvert,Box Culvert,24.577916,91.7049444,N207
LRP061,60.73,Km Post,Sylhet 45 km,24.578166,91.7009167,N207
LRP061a,61.129,Culvert,Box Culvert,24.5770549,91.6972774,N207
LRP061b,61.551,Bridge,Bridge start,24.5763049,91.6932497,N207
LRP061c,61.617,Bridge,Bridge end,24.5762493,91.6926941,N207
LRP062,61.715,Km Post,Sylhet 44 km,24.5761382,91.6918608,N207
LRP062a,62.022,Culvert,Box Culvert,24.576666,91.6888886,N207
LRP063,62.725,Km Post,Sylhet 43 km,24.5821104,91.6871108,N207
LRP063a,62.922,Bridge,Bridge start,24.5837774,91.6868052,N207
LRP063b,62.934,Bridge,Bridge end,24.5838608,91.6867774,N207
LRP064,63.675,Km Post,Sylhet 42 km,24.5894997,91.6839441,N207
LRP064a,64.032,Bridge,Bridge start,24.5918052,91.6817216,N207
LRP064b,64.144,Bridge,Bridge end,24.5926663,91.6815827,N207
LRP064c,64.695,Culvert,Box Culvert,24.5977497,91.6809716,N207
LRP065,64.715,Km Post,Sylhet 41 km,24.598083,91.6809716,N207
LRP066,65.685,Km Post,Sylhet 40 km,24.6066111,91.6799438,N207
LRP066a,66.091,Culvert,Box Culvert,24.6095556,91.6780271,N207
LRP067,66.685,Km Post,Sylhet 39 km,24.6150556,91.6772216,N207
LRP068,67.635,Km Post,Sylhet 38 km,24.6232771,91.678166,N207
LRPE,67.985,Others,Road end with N2 at Mukti joddha Chattor Sherpur.,24.6263327,91.6775271,N207
LRPS,0,Others,Road Start from N207 infront of RHD,24.4713604,91.7655556,N208
LRPS,0,Others,Road Start from N207 infront of RHD,24.4713604,91.7655556,N208
LRPS,0,Others,Road Start from N207 infront of RHD,24.4713604,91.7655556,N208
LRP001,1,Km Post,Km post missing,24.4757216,91.7727771,N208
LRP001a,1.305,Culvert,Box culvert,24.4756382,91.7758049,N208
LRP001b,1.82,Culvert,Box Culvert,24.4757216,91.7757216,N208
LRP002,2,Km Post,Km post missing,24.4809716,91.7777216,N208
LRP002a,2.509,Bridge,Bridge start,24.4852497,91.7766382,N208
LRP002b,2.526,Bridge,Bridge end,24.4854163,91.7766104,N208
LRP003,3,Km Post,Km post missing,24.489333,91.7751104,N208
LRP003a,3.19,"Side Road, Right","Z2002,Moulavibazar-Chatla Cheek post road",24.4909719,91.7744993,N208
LRP003b,3.5,Bridge,Bridge start,24.4936941,91.7742216,N208
LRP003c,3.65,Bridge,Bridge end,24.4948608,91.7734438,N208
LRP004,4,Km Post,Km post missing,24.4978886,91.7734993,N208
LRP004a,4.613,Culvert,Box culvert,24.5006389,91.7786382,N208
LRP005,5,Km Post,Km post missing,24.5017778,91.7823327,N208
LRP005a,5.383,Culvert,Box culvert,24.5028056,91.7859441,N208
LRP005b,5.856,Culvert,Box culvert,24.5036111,91.7904719,N208
LRP006,5.885,Km Post,Information missing,24.5036389,91.7907774,N208
LRP006a,6.529,Culvert,Box culvert,24.5031944,91.7970274,N208
LRP007,6.885,Km Post,Km post missing,24.5028056,91.8006111,N208
LRP007a,6.944,Culvert,Box culvert,24.5027222,91.8011667,N208
LRP007b,7,Culvert,Box culvert,24.5026944,91.8017222,N208
LRP008,7.885,Km Post,Km post missing,24.5015556,91.8103611,N208
LRP008a,8.585,Culvert,Box culvert,24.5007778,91.8167216,N208
LRP009,8.885,Km Post,Km post missing,24.5018333,91.8195271,N208
LRP009a,9.423,Bridge,Bridge start,24.50375,91.8243327,N208
LRP009b,9.462,Bridge,Bridge end,24.5038889,91.8246382,N208
LRP010,9.835,Km Post,Information missing,24.50525,91.8280271,N208
LRP010a,9.934,Culvert,Box culvert,24.5055278,91.828916,N208
LRP010b,10.273,Culvert,Box culvert,24.5066389,91.8320827,N208
LRP011,10.835,Km Post,Km post missing,24.5093333,91.836833,N208
LRP011a,11.469,Culvert,Box culvert,24.5126667,91.841833,N208
LRP011b,11.638,Culvert,Box culvert,24.5134722,91.8431941,N208
LRP012,11.8,Km Post,Information missing,24.51425,91.8444719,N208
LRP012a,12.166,Culvert,Box culvert,24.5160278,91.8474997,N208
LRP013,12.8,Km Post,Km post missing,24.5176382,91.8535,N208
LRP013a,12.818,Culvert,Box culvert,24.517666,91.8536389,N208
LRP013b,13.461,"Side Road, Right","R281,Rajnagar-Charkhai road",24.5179438,91.8599722,N208
LRP013c,13.47,Culvert,Box Culvert,24.5179716,91.8599722,N208
LRP014,13.8,Km Post,Km post missing,24.5204438,91.8619167,N208
LRP014a,14.262,Culvert,Box culvert,24.5240827,91.8640833,N208
LRP015,14.465,Km Post,Sylhet 48 km,24.525666,91.865,N208
LRP015a,14.609,Culvert,Box culvert,24.5268049,91.8656667,N208
LRP016,15.465,Km Post,Sylhet 47 km,24.5337497,91.869166,N208
LRP016a,15.525,Culvert,Box culvert,24.5342497,91.8692493,N208
LRP016b,15.697,Culvert,Box culvert,24.5357774,91.8696104,N208
LRP017,16.465,Km Post,Sylhet 46 km,24.5410552,91.8741382,N208
LRP017a,16.546,Culvert,Box culvert,24.541583,91.874666,N208
